druh,obsah,datace,zobrazeno,xid,signatura,start_date,end_date,geolocation_position_lon,geolocation_position_lat,geolocation_type,geolocation_endpoint,autor,poznámka,scan_count,scan_previews,scan_zoomify_paths
pozitiv,Pohled na vstupní portál domu čp. 175 (Palác Lažanských) ve Sněmovní ulici na Malé Straně.,11.7.1906,22x,A14CE684B67611DF820F00166F1163D4,VI 21/2,1906-07-11,1906-07-11,14.40347,50.08938,regional.address,geocode,,,,[],[]
pozitiv,"Pohled na horní část domu čp. 84 v Lužické ulici při začátku demolice. Vpravo dům čp. 85, vlevo část domu čp. 83 na Malé Straně (dnes U Lužického semináře).",1905,32x,A0C4FEB7B67611DF820F00166F1163D4,VI 76/32,1905-01-01,1905-12-31,14.40813,50.08733,regional.address,geocode,"Kříženecký, Rudolf (dokument 1897-1931)",,,[],[]
negativ,Pohled do interiéru Národního muzea (dům čp. 1700 na Novém Městě) - výstavní sál s exponáty (zoologie).,20.11.1902,39x,A0C4F7A2B67611DF820F00166F1163D4,VIII 121,1902-11-20,1902-11-20,14.43056,50.07918,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,"Pohled (zprava) na domy čp. 15, 14, 13, 12a, 12b, v Josefově v bývalé Sanytrové ulici na Starém Městě v zimě.",1.2.1907,66x,A14CE505B67611DF820F00166F1163D4,II 513,1907-02-01,1907-02-01,14.41631,50.08993,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,Pohled na Jelení příkop a Šternberský palác (dům čp. 57 na Hradčanech). V pozadí vlevo chrám sv. Víta na Pražském hradě při dostavbě.,kol.1898,31x,A11885B3B67611DF820F00166F1163D4,VI 10/15 a,1898-01-01,1898-12-31,14.39669,50.09028,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,"""Tycho Brahe v Praze"" - výročí 1901. T.VI.2. Tychonické hodiny s planetami ze sbírky v Klementinu.",1901,22x,935CF2120BB011E2AEA36C626D41E503,XII 903,1901-01-01,1901-12-31,14.4172,50.08697,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled na náhrobky Židovského hřbitova na Žižkově (v místech dnešních Mahlerových sadů). V pozadí domy v Čajkovského ulici.,20.4.1933,80x,738C80C9F74A11E699E8406186009F3A,A 7731,1933-04-20,1933-04-20,14.45166,50.08126,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,Pohled do interiéru budovy burzy a restaurace v areálu pražských Ústředních jatek v Holešovicích (dům čp. 306) - restaurace s prostřenými stoly.,1895,79x,84F9268576B211E2BF17525400E46D25,VIII 1224,1895-01-01,1895-12-31,14.44531,50.09841,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Pohled do interiéru Pražského hradu - červený salon.,17.3.1911,19x,B9C270D91D2111E287846C626D41E503,XII 1263,1911-03-17,1911-03-17,14.39861,50.08948,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
negativ,Pohled do Vladislavského sálu Pražského hradu.,před 1900 - (repro),28x,820EEF80CAF411E8A18574D435EEBE90,XI 3571,1800-01-01,1899-12-31,14.40198,50.09066,poi,suggest,"Eckert, Jindřich (1833-1905)","Eckert, Jindřich - Vojta, Tomáš (repro)",0.0,[],[]
pozitiv,"Pohled na portál domu čp. 1 (""býv. c. a k. místodržitelský archiv"") na Malostranském náměstí na Malé Straně.",15.6.1906,22x,A118873DB67611DF820F00166F1163D4,VI 23/1,1906-06-15,1906-06-15,14.40349,50.08881,regional.address,geocode,,,,[],[]
negativ,"Pohled na východní stranu Staroměstského náměstí s domy čp. (zleva) 605, 604 a 603 na Starém Městě. V pozadí kostel P. Marie před Týnem, v popředí mariánský sloup.",1890-1899,43x,85AA1376429F11EA982C406186009F3A,XI 5813,1890-01-01,1899-12-31,14.42211,50.08746,regional.address,geocode,Bellmann-ateliér,,0.0,[],[]
pozitiv,Pohled na portál domu čp. 154 (palác Kolovratský) ve Valdštejnské ulici na Malé Straně.,5.7.1906,13x,A1188727B67611DF820F00166F1163D4,VI 20/22,1906-07-05,1906-07-05,14.40643,50.09055,regional.address,geocode,,,,[],[]
pozitiv,Pohled na přísahu vojska u Husova pomníku na Staroměstském náměstí.,8.11.1918,69x,A0C4F697B67611DF820F00166F1163D4,II 16,1918-11-08,1918-11-08,14.42051,50.08777,regional.street,suggest,,,,[],[]
pozitiv,"Pohled do interiéru Clam-Gallasovského paláce (dům čp. 158 na Starém Městě) - podkroví severního křídla (""divadlo"") - východní část s rumpálem.",16.11.1937,41x,A0C50206B67611DF820F00166F1163D4,I 8923,1937-11-16,1937-11-16,14.41779,50.08642,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Pohled do nádvoří domu čp. 191 na Starém Městě (Křižovnický klášter) - část starého budovy při bourání.,13.11.1910,23x,A0C4F68DB67611DF820F00166F1163D4,VIII 1018,1910-11-13,1910-11-13,14.41406,50.08641,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Pohled do interiéru domu čp. 476 (Palác Straků z Nedabylic či dům U Sedmi čertů) na Maltézském náměstí na Malé Straně - malby na stropě.,17.3.1908,21x,FF1B201A659B11E4A0C80024BE7CD9AC,XI 592,1908-03-17,1908-03-17,14.4054,50.08594,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
negativ,Pohled na Karlův most od Karlových lázní. V pozadí Malá Strana a Pražský hrad s chrámem sv. Víta.,15.1.1906,35x,A0C5019DB67611DF820F00166F1163D4,VIII 815,1906-01-15,1906-01-15,14.41397,50.0855,regional.address,geocode,Eckert-ateliér,,,[],[]
kresba,Jeden z návrhů na pomník M. Jana Husa na Staroměstském náměstí. V pozadí domy severní strany náměstí včetně nové budovy Pražské pojišťovny.,1899,27x,A14CE7ABB67611DF820F00166F1163D4,VI 5/17 a,1899-01-01,1899-12-31,14.41994,50.08663,regional.address,geocode,,,,[],[]
pozitiv,Stavba přístavu v Libni. Pohled od Budečské ulice (dnes ulice U Českých loděnic). V pozadí domy ve Voctářově ulici.,1894-1895,98x,4710AEA76D7B11E88D0474D435EEBE90,V 18/13 w,1894-01-01,1895-12-31,14.46917,50.10746,regional.address,geocode,,,0.0,[],[]
negativ,Pohled na stavbu nábřeží (dnes Masarykovo) mezi Lodeckými a Šítkovskými mlýny - vlevo kostel sv. Vojtěcha na Novém Městě.,15.3.1904,39x,61381619A4EC11E1BEEC000C766D2371,VIII 1145,1904-03-15,1904-03-15,14.41411,50.0775,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,"Pohled na dům čp. 671 na Karlově náměstí na Novém Městě (Salmovský palác). Vlevo část domu čp. 672 a ústí Řeznické ulice, vpravo část domu čp. 670.",kol.1900,55x,A1186F31B67611DF820F00166F1163D4,VIII 315,1900-01-01,1900-12-31,14.42152,50.07785,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Panoramatický pohled na Strašnice - od západu přes sever k východu. Součást panoramatu.,10.10.1927,68x,A1186785B67611DF820F00166F1163D4,I 4817,1927-10-10,1927-10-10,14.4896,50.07607,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na vstupní portál domu čp. 974 v Jindřišské ulici na Novém Městě.,11.5.1906,32x,A1188CD8B67611DF820F00166F1163D4,VI 19/22,1906-05-11,1906-05-11,14.49778,50.07726,regional.address,geocode,,,,[],[]
pozitiv,Pohled na dům čp. 490 (palác Metychů z Čečova - Hrzánský) na Velkopřevorském náměstí na Malé Straně.,25.3.1908,26x,8E99AAAE04F111E3A4F66C626D41E503,II 1572,1908-03-25,1908-03-25,14.40739,50.08615,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,Pohled ze dvora kláštera obutých karmelitánů u sv. Havla na boční stranu kostela sv. Havla na Starém Městě.,24.9.1935,9x,196b5dbe801b4bcd93f094b6938061c7,A 9765,1935-09-24,1935-09-24,14.42233,50.08581,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,Pohled do knihárny Pražské městské tiskárny v domě čp. 1000 na Starém Městě.,26.11.1927,16x,24D227DFAC5411E49EA1406186009F3A,V 3/14,1927-11-26,1927-11-26,14.41739,50.08739,regional.address,geocode,Dítě,,,[],[]
pozitiv,Portrét obecního staršího Františka Kroupy.,1892,18x,A0C51367B67611DF820F00166F1163D4,IV 75/24,1892-01-01,1892-12-31,14.41994,50.08663,regional.address,geocode,"Eckert, Jindřich (1833-1905)",Album pro starostu Jindřicha Šolce s portréty obecních starších v upomínku na den 7. 11. 1892.,0.0,[],[]
pozitiv,Pohled na rotundu sv. Kříže Menšího na nároží ulic Karoliny Světlé a Konviktské na Starém Městě. Za ní nárožní dům čp. 1013 na Starém Městě.,kol.1910,67x,A0C51A52B67611DF820F00166F1163D4,I 4456,1910-01-01,1910-12-31,14.41473,50.08283,poi,suggest,"Fink, František (1854-1935)",,,[],[]
negativ,Výstava prací chovanců Ernestina ve staré zasedací síni Staroměstské radnici.,30.6.1909,28x,A8D2878B12E611E2A6B56C626D41E503,XII 1169,1909-06-30,1909-06-30,14.39669,50.09028,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,Pohled do dvora domu čp. 264 na Starém Městě.,kol.1910,13x,A1186982B67611DF820F00166F1163D4,II 1069,1910-01-01,1910-12-31,14.41465,50.085,regional.address,geocode,Bruner-Dvořák,,,[],[]
negativ,Pohled na průčelí domu čp. 464 v Novodvorské ulici (Hellichova) na Malé Straně - průčelí Eckertova fotografického ateliéru (Atelier H. Eckert c.k.dvorní a komorní fotograf) v zimě. Vlevo ústí Nosticovy ulice.,kol.1900,27x,2522F2F7254611E0BDC9000C766D2371,XII 170,1900-01-01,1900-12-31,14.40641,50.08422,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled na část kalendářní desky Josefa Mánesa na orloji Staroměstské radnice (dům čp. 1 na Starém Městě) na Staroměstském náměstí.,říjen 1930,34x,437DAD3FD5CE11E8A01574D435EEBE90,Voj 4111,1930-10-01,1930-10-31,14.34054,50.07267,regional.address,suggest,"Vojta, Tomáš (1885-1934)",,0.0,[],[]
pozitiv,Pohled na Palackého náměstí s pomníkem Františka Palackého na Novém Městě.,kol.1915,47x,A118699AB67611DF820F00166F1163D4,I 4073,1915-01-01,1915-12-31,14.41536,50.07303,regional.address,geocode,"Fink, František (1854-1935)",,,[],[]
pozitiv,"Pohled do Cihelné ulice s domem čp. 110, 103 (zprava).",13.7.1930,65x,A0C5055BB67611DF820F00166F1163D4,I 260,1930-07-13,1930-07-13,14.41003,50.08849,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na portál domu čp. 52 (Letohrádek královny Anny) na Hradčanech.,1.8.1908,12x,A0C50541B67611DF820F00166F1163D4,VI 25/28,1908-08-01,1908-08-01,14.40526,50.09394,regional.address,geocode,,,,[],[]
pozitiv,"Pohled z Barrandovské skály na vltavské údolí. V pozadí za řekou vlevo Modřany. Vpravo prostor Chuchle, Lahovic a v dáli i Zbraslavi. Součást panoramatu.",15.4.1926,123x,A0C4F88CB67611DF820F00166F1163D4,I 8819,1926-04-15,1926-04-15,14.40232,50.03758,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled do hlediště divadla v Karlíně (dům čp. 283 v Křižíkově ulici).,,53x,A14CE9AEB67611DF820F00166F1163D4,VI 44/2 a,,,14.44123,50.09021,regional.address,geocode,,,,[],[]
negativ,"Pohled na průčelí Klementina (dům čp. 190, 1040) v Platnéřské ulici na Starém Městě. V pozadí část domu čp. 2 na Mariánském náměstí.",21.10.1912,36x,A1188060B67611DF820F00166F1163D4,VIII 285,1912-10-21,1912-10-21,14.41656,50.08715,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Pohled do Podolské ulice s domem čp. 443 (hostinec U přístavu - vlevo) v Podolí.,1962,140x,A1187565B67611DF820F00166F1163D4,I 352,1962-01-01,1962-12-31,14.41863,50.054,regional.address,geocode,"Krofta, J. S.",,,[],[]
negativ,Pohled do dvora domu čp. 186 v Josefově s arkádami.,19.11.1910,16x,6806D60787A111E0BE48000C766D2371,XI 1672,1910-11-19,1910-11-19,14.41868,50.08806,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled do hrobky pod kostelem sv. Cyrila a Metoděje v Resslově ulici na Novém Městě.,1.10.1934,26x,ff6f2f0881f647948fa2907fb3465b60,A 9072,1934-10-01,1934-10-01,14.41762,50.07596,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,"Pohled do Sirkové ulice (Melantrichova) s Melantrichovým domem (čp. 471 na Starém Městě - ""U Dvou velbloudů""). Vpravo dům čp. 470, vlevo čp. 970 na Starém Městě.",kol.1890,32x,8262D1DC7C2011E2BF19525400E46D25,VIII 1241,1890-01-01,1890-12-31,14.42101,50.08558,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Pohled na nároží domu čp. 504 na Karlově náměstí (kolej novoměstských jezuitů - kasárna grenadýrů - vojenská nemocnice) na Novém Městě. Vpravo část ulice U Nemocnice.,11.6.1907,49x,A1188920B67611DF820F00166F1163D4,VIII 455,1907-06-11,1907-06-11,14.42048,50.07457,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Celkový pohled na hlavní průčelí smíchovské radnice (domu čp. 236) s dekorací při příležitosti návštěvy císaře Františka Josefa I. v Praze.,kol.1900,24x,A0C50C24B67611DF820F00166F1163D4,VI 74/2,1900-01-01,1900-12-31,14.40366,50.07321,regional.address,geocode,"Smolka, Karel",,,[],[]
negativ,Pohled na Císařský mlýn v Bubenči (Kubíkova továrna na papír - dům čp. 22).,14.10.1904,52x,A0C4FD34B67611DF820F00166F1163D4,VIII 388,1904-10-14,1904-10-14,14.4055,50.10847,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled do interiéru domu čp. 490 (palác Metychů z Čečova - Hrzánský) na Velkopřevorském náměstí na Malé Straně - schodiště s krucifixem.,1925,29x,1092FD0F05B811E389696C626D41E503,I 9762,1925-01-01,1925-12-31,14.40739,50.08615,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
pozitiv,Pohled do zahrady Kinských na Smíchově.,4.4.1959,47x,A0C4F59CB67611DF820F00166F1163D4,I 4430,1959-04-04,1959-04-04,14.39947,50.07846,poi,suggest,"Hnilička, Eduard (1887-1967)",,,[],[]
negativ,"Pohled do Karmelitské ulice s domy (zprava) čp. 380 (část), čp. 379 (Thunovský palác) a čp. 376. V pozadí vlevo kostel sv. Mikuláše na Malé Straně.",kol.1900,27x,A0C50851B67611DF820F00166F1163D4,VIII 517,1900-01-01,1900-12-31,14.40407,50.0866,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na dům čp. v 44 ve Veleslavínské ulici (dnes Radimova) v Břevnově.,3.9.1943,47x,CDCC7EE4B85011E5AA08D4BED94BB14D,I 11410,1943-09-03,1943-09-03,14.36466,50.08754,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na hlavní vjezd do dvora domu čp. 1 (zájezdní hostinec) v Hloubětíně v dnešní Hloubětínské ulici.,30.3.1930,46x,56D0013B6EE811E88F4674D435EEBE90,A 5592,1930-03-30,1930-03-30,14.54392,50.10747,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,"Celkový pohled na Hradčany a Malou Stranu od Strahovského kláštera. V popředí Velká strahovská zahrada, vlevo ulice Úvoz.",kol. 1905,52x,679EEB1CB59911E388980024BE7CD9AC,XI 279,,,14.38967,50.08671,regional.address,geocode,,,0.0,[],[]
negativ,Prokopské slavnosti 20. - 31. 5. 1904 - Pohled na Hradčanské náměstí a vstup do Pražského hradu s procesím (pánský spolek) a s přihlížejícími diváky při slavnostech. V pozadí věže chrámu sv. Víta.,květen 1904,43x,496451990C9111E2AEA36C626D41E503,XII 965,1904-05-01,1904-05-31,14.39769,50.08921,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Pohled do interiéru Thunovského paláce (dům čp. 180) na Malé Straně - salon.,5.11.1906,30x,75E535650E2D11E2935B6C626D41E503,XII 1078,1906-11-05,1906-11-05,14.40284,50.08938,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
negativ,Pohled do interieru kostela sv. Tomáše na Malé Straně - náhrobní kámen básnířky Alžběty Johany Westonie.,1900-1905,19x,7926AF410E2911E2935B6C626D41E503,XII 1069,1900-01-01,1905-12-31,14.40517,50.08883,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Pohled na nový Hlávkův most (železná část) - dokončovací práce na stavbě. V pozadí Negrelliho viadukt.,2.8.1911,66x,6B3FC89E6A2311E2BF13525400E46D25,VIII 1167,1911-08-02,1911-08-02,14.4369,50.09567,regional.street,suggest,Eckert-ateliér,,,[],[]
pozitiv,Pohled z nároží bastionu 36 vyšehradských hradeb k východu. V popředí část hradeb. Součást panoramatu.,10.9.1923,73x,1DF27C3565A111E995E874D435EEBE90,Voj 122,1923-09-10,1923-09-10,14.41785,50.06298,poi,suggest,"Vojta, Tomáš (1885-1934)",,0.0,[],[]
pozitiv,"Pohled do dvora domu čp. 147 (""Červený dům"") v Karlově ulici na Starém Městě.",10.6.1906,22x,A1186914B67611DF820F00166F1163D4,VI 56/14,1906-06-10,1906-06-10,14.41889,50.086,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,"Pohled na část rybníku s vodopádem v Městských sadech (Městský Velký park, dnes Vrchlického sady) na Novém Městě.",kol.1880,41x,81A574CF9AA711E191A46C626D41E503,XII 712,1880-01-01,1880-12-31,14.43464,50.08485,regional.street,suggest,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Pohled na bránu zrušeného hřbitova Na Skalce (mezi Wolkerovou ulicí a zdí parku Stromovka) v Bubenči.,,12x,c9e98fa25d52436ea7aa0eb15303e934,IX 999,,,14.41086,50.10346,regional.address,geocode,,,,[],[]
pozitiv,Slavnostní instalace starosty Karla Groše 19. května 1909 - za účasti místodržitele a jiných významných hostů před Staroměstskou radnicí.,19.5.1909,41x,A1186B61B67611DF820F00166F1163D4,IV 30/17,1909-05-19,1909-05-19,14.41994,50.08663,regional.address,geocode,"Bruner-Dvořák, Rudolf (1864-1921)",,,[],[]
pozitiv,Panoramatický pohled na část Hostivaře - západní svah hradiště.,4.5.1930,79x,A0C50BC9B67611DF820F00166F1163D4,I 4428,1930-05-04,1930-05-04,14.42518,49.97276,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,"Pohled do ulice U Malešického rybníčku, vlevo dům čp. 25, vpravo dům čp. 13 v Malešicích.",1974,147x,DFE886E52D1411E0823D00166F1163D4,I 9419,1974-01-01,1974-12-31,14.5131,50.08563,regional.address,geocode,"Krofta, J. S.",,,[],[]
pozitiv,Pohled na osvětlený kostel P. Marie před Týnem na Starém Městě při příležitosti 10. výročí samostatnosti Československé republiky.,28.10.1928,33x,2B4AC1E8124311E8A338406186009F3A,I 12046 b,1928-10-28,1928-10-28,14.41994,50.08663,regional.address,geocode,"Vopravil, Josef (1902-1972)",,,[],[]
negativ,Pohled do interiéru domu čp. 386 na Malé Straně (Rohanský palác) - sál k východu.,kol.1900,33x,2D7FA18F32DB11E0BDD9000C766D2371,XII 203,1900-01-01,1900-12-31,14.40444,50.08544,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,"Pohled do Malešické ulice v Malešicích, směřující na východ k teplárně.",1974,37x,DFE886DF2D1411E0823D00166F1163D4,I 9416,1974-01-01,1974-12-31,14.46874,50.08667,regional.address,geocode,"Krofta, J. S.",,,[],[]
pozitiv,Pohled na fragment malby (Anděl s dítkem) v druhém patře na průčelí domu čp. 346 na Starém Městě.,1910,20x,3B0BB21BCBE411E4AB2C406186009F3A,V 5/5 d,1910-01-01,1910-12-31,14.41862,50.08307,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
negativ,Pohled na most přes Labe v Poděbradech.,,9x,306D8EC996DF11E2BF2B525400E46D25,VIII 1585,,,14.44997,50.07858,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Pohled na část kostela sv. Martina ve zdi v Martinské ulici na Starém Městě.,20.5.1910,25x,A118766AB67611DF820F00166F1163D4,II 1049,1910-05-20,1910-05-20,14.43414,50.08355,regional.municipality,suggest,"Kříženecký, Jan (1868-1921)",,,[],[]
negativ,Pohled na plastickou výzdobu kostela sv. Mikuláše na Starém Městě. Spodní část tamburu.,říjen 1905,16x,A17FA94A73C411E3B7C100110989F46F,XI 20,1905-10-01,1905-10-31,14.4199,50.08778,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
